doc_id,text,category,year,start,votes,answered_label,title
petition_0093,"안녕하세요. 이번에 진행된 우리 대한민국 예술인들 평양 공연 잘 봤습니다. 이제 통일을 향한 지난한 망망대해에 발목 정도 담근 거지만, 뭐 물 온도는 나쁘지 않네요. 앞으로 날씨도 구릴 수 있고(북한의 변덕), 중간에 해적을 만날 수도 있으며(중/일의 훼방), 선상 반란도 일어날 수 있지만(자유한국당의 훼방), 동맹인 미국과 함께 긴 항해를 해쳐나가 통일이라는 신대륙에 닿길 바랍니다. 아침에 유투브를 깨작거리다가 영화 '명량'의 비디오 클립을 몇 개 다시 보게 되었는데요. 우리 대한민국이 아시아에서 가장 잘 만드는게 음악 컨텐츠 말고도 영화가 있지 않습니까. 북한 사람들이야 '장군님이 축지법을 쓰시는' 영화나 꾸역꾸역 눈에 우겨 넣었을테니, 현대극은 좀 공감을 사기 어려울거고, 그렇다면 사극 영화나 드라마를 보여주는게 어떨까 싶어서요. (아, 사극의 옷을 입고 연애하는 퓨전 사극 말구요.....) 떠오르는 영화가 명량이나 영원한 제국, 남한산성, 암살 등등이 있네요. 드라마는 용의 눈물, 정도전, 태조 왕건, 뿌리깊은 나무 등등이 있구요. 분단 이전의 공유하는 역사를 기반으로 하는 영화들을 북한 사람들에게 보여주면 받아들이기 쉽다고 생각합니다. 특히 명량의 경우 극한의 상황에서 적의 군함을 까부수는 통쾌함에, 자신들이 아직도 국호로 쓰고 있는 '조선'의 승리를 담은 영화라, 치사량 이상의 국뽕을 선사할 수 있다는 생각이 드네요. 아 물론, 임진왜란 역시 '장군님의 직계 조상이 축지법을 쓰셔서 막았다'라고 가르친다면.... 뭐 얘기가 좀 다르지만요. (갑자기 다 때려치고 북폭이 하고 싶어지네요 이 생각을 하니) 아무튼 우리 한국에서 잘 만들어진 사극 영화나 드라마를 (다시 강조하지만 사극 옷 입고 연애하는거 사절요) 북한 사람들이 널리 보게 하여 동질감을 조금씩 회복해 나가는 작업이 필요하다고 생각합니다. 지금 정부가 추진하는 대북 정책은 탑다운입니다. 바텀부터 치고 올라가는 민간 교류, 문화 교류 역시 병행되어야 한다고 생각합니다. 그래야 이 정부가 추진하는 대북 정책이 강한 관성과 바람의 흐름을 가지고, 위에 언급한 기상 악화(북한의 변덕), 해적 조우(중/일의 훼방), 선상 반란(자유한국당의 훼방)을 이겨내고 신대륙으로 천천히, 하지만 확고한 방향으로 항해하는 범선이 될 수 있습니다. 검토 부탁드립니다. 감사합니다.",외교/통일/국방,2018,2018-04-08,5,Not answered,북한에서 영화 '명량'을 상영을 추진 합시다.
petition_0094,"이제 남북 정상회담이 성사되면 ""종전"" 논의까지 된다고 합니다. 이처럼 평화가 정착되어 가는마당에;; 남성들에게만 희생을 강요하는 남성병역제를 계속 실행할 이유가 없어졌습니다. 인생의 가장 중요한 시기에 왜 남성들에게만 계속 병역을 강요하는 것입니까? 지금이 조선시대 입니까?? 시대의 흐름에 맞게 현행 남성징병제를 모병제로 바꾸고 남녀 모두에게 기회를 주는 남녀평등 모병제로 바꾸는 정책을 만들어 주십시요.",외교/통일/국방,2018,2018-04-19,5,Not answered,남녀평등 징병제 도입과 모병제 도입.
petition_0095,"중국 불법 어선들의 조업으로 수산자원 고갈에 우리 어민들의 생업이 계속 피해를 입고 있습니다. 중국어선들은 우리 해경과 대한민국을 무시하고 바보로 알고 있습니다. 총탄이 아니라 포를 쏴 침물 시켜야합니다. 아니면 중국어선 격침을 위해 특수 부대를 만들어 연구하게 하여, 사고를 통해 침물시키는 방법등, 지능적인 부대 창설이 필요합니다. 이 문제를 가볍게 여기지 말기 바랍니다. 이 문제는 침략행위입니다",외교/통일/국방,2018,2018-05-19,6,Not answered,불법 중국 어선 강력 대응(격침요구)
petition_0096,"남북한의 흡수통일은 남북한의 정신적, 경제적인 차이가 심해서 흡수통일을 하면 수많은 문제를 야기합니다. 개선방안 바람직한 통일은 남,북 수장의 전략이 필요하다고 생각합니다. 북한수장은 우선 핵을 폐기하겠다고 하고, 며칠뒤 화학무기를 폐기하겠다고 하면 북한에서 이런 말이 나올떄마다, 남한 수장은 맞장구를 쳐서, 세계평화 여론을 형성한뒤 남북한 땅 전체를 DMZ(비무장지대)로 선포해야 합니다. 그리고 두체제가 공존하는 통일을 한뒤, 10년 이상을 북한발전을 위해 국내외적인 협조를 모색하여, 두체제의 수준이 비슷해졌을때, 여론형성을 하여, 남북한 공동 투표로 하나의 대통령을 뽑아, 통일을 해야 한다고 생각합니다 이와 동시에 세계 기아 프로젝트와 인류대민사업을 병행햐야 합니다. 그래야 하늘이 축복해서, 대한민국이 평화의 땅이 될 것이라 믿습니다. 그리고 대한민국이 지금까지 해온, 제조업등은 해외에서 하고, 연수國이 되어야 합니다. 국내에서는 건강연구, 과학연구, 인문과학연구, 인성연구를 하여 해외에서 국내로 연수받으러 오게 하여, 경제발전을 해야 합니다. 기대효과 1.대한민국의 자연환경이 좋아집니다 (제조업이 아닌 연수국으로 경제가 발전하므로) 2. 대한민국은 世界人의 硏修國이 되어 많은 외화를 법니다 3.세계기아프로젝트와 인류대민사업으로 天, 地, 人이 합일할 것입니다. 그리고 세계인이 대한민국 국민에 대해 우호적으로 변할 것입니다. 4.통일비용 전혀 없는 평화통일이 되어, 살기좋은 나라가 될 것입니다",외교/통일/국방,2018,2018-07-11,1,Not answered,제가 생각하는 바람직한 남북 통일.....
petition_0097,"문재인 대통령님, 대한민국 오천백만 국민들의 대통령님. 어린이와 노인, 청년과 장년, 군인과 노동자들, 경찰과 시위대, 보수 시민들과 진보 시민들의, 우리 모두의 대통령님. 우리 손으로 뽑고 우리가 감시하는 대한민국 헌법기관 대통령님. 우리 국민 모두가 생각하는 대통령님의 국정 철학은 사람이 사람답게 사는 세상, 사람이 먼저인 세상에 방점을 두고 있습니다. 국가가 국민의 생명을 책임지는 세상. 억울하고 눈물나는 사람이 국가에게라도 위로를 받는 세상. 그것이 우리 모든 국민의 합치된 의사인 줄 압니다. 그것이 문재인 대통령님의 국정 철학인 줄 압니다. 그것이 새로운 대한민국의 첫 발판인 줄 압니다. 대통령님, 지금 정말 차갑고도 차가운 곳, 누구에게나 잊혀진 곳에서 조용히 눈물을 닦으시는 분들이 있습니다. 남북 갈등의 소용돌이에 휘말려 목숨을 잃으신 분들, 그리고 그 가족분들과 전우이신 분들이 저 붘녁 하늘을 고요히 바라보면서 눈물을 흘리고 계십니다. 대통령님이 하신 말씀, ""국민의 생명과 안전에 관한 국가의 책임은 무한책임이라고 여겨야 한다."" 국가의 구난 시스템 미비로 목숨을 잃으신 세월호 유족분들, 그리고 어군탐지기 달랑 하나 장착된 배를 타고 나가 목숨을 잃으신 천안함 유족분들. 국가가 재난시스템을 제대로 운영하지 않아, 국가가 방위무기를 제대로 운영하지 않아 피해를 입으신 순수 피해자이신 분들입니다. 국가는 이분들에게 빚을 졌습니다. 그 빚은 보상으로, 사과로 갚을 수 없습니다. 문재인 대통령님, 김영철 국장의 방한에 이들이 눈물을 흘리고 있습니다. 문재인 대통령님, 평화의 대의 아래 사람이라는 극대의가 눈물을 흘리고 있습니다. 세월호 유가족분들을 만나주셨습니다. 천안함 유가족분들을 만나주십시오. 분명 욕을 먹으실 것입니다. 눈물과 원망을 들으실 것입니다. 그래도 만나주십시오. 그곳에서 유족분들에게 이해를 구해주십시오. 이야기 하나하나를 놓치지 말아주십시오. 부탁드립니다. 그것이 문재인 대통령님의 국정철학을 이루는 방법입니다. 그것이 대한민국 국민들의 통합을 이루는 길입니다. 그것이 천안함 폭침 사건 유족분들의 가슴에 물든 멍자국을 닦을 수 있는 일입니다.",외교/통일/국방,2018,2018-02-25,9,Not answered,대통령님이 눈물 닦아주십시오
petition_0098,"개혁은 무슨 개혁? 그냥 깨끗히 없애야 됩니다! 말귀를 잘 못알아 듣는건지? 자꾸 개혁이니 30%축소니 하는 것은 유치한 겉치레일뿐 ~ 환부는 완전히 안도려내고 적당히 진통제/영양제나 먹이고 메이트업 시킨다고 건강해집니까? 비스무리한 권한을 그대로 넘겨주면 또 다른 이름으로 부활하는 거지~ 진화론상 부활할 때마다 더 강해지는 걸 모르나?? 변천사: 방첩대 => 보안대 => 기무사 => 이번엔 어떻게 진화한 괴물이 나올라나?? 더더 진화하면 악마 수준이 된다. 예: 히틀러의 SS, 소련의 KGB, 모택동의 홍위병, 북한의 정치군관 --- 이들이 없어졌거나 없어진다고 세상이 안좋아졌습니까? 아니면 망합니까?",외교/통일/국방,2018,2018-08-04,9,Not answered,기무사를 완전 폐기하고 엇비슷한 권한을 가진 새 사령부 창설은 절대 반대합니다.
petition_0099,"일제시대 문화말살 한국어 파괴를 위해 책동된 일본어 기준 국제 표기방법 일본어 가나 철자법 기준으로 쓰이고 있다. 기득권 권력을 유지하며 연구와 기술 개발까지 방해하는 문체부 국어정책과 무능과 사악한 변명으로 학문의 본질조차 왜곡하고 패거리 작당하는 국립국어원의 학문 파괴를 규명하고 훈민정음 기반의 세계인을 위한 디자인 표기 기술까지 찬란한 문화 전통을 계승발전 시켜야 하겠읍니다. 훈민정음의 기본자 초출자 모음 원리를 부인하는 일본어식 5모음 규정,,, 최고의 발음 기호인 최고의 언어기준과 문자 체계 한글의 존재 를 부정하는 일본식 발음표기의 괴변 국어 표준 발음법과 그를 핑계댄 국어로마자표기법의 일본어 발음 기준 규정,.. 식민지 시대의 부역자가 간첩이 아니라면 있을수 없는 일들이 우리 대한민국 문화 정책에서 일어나고 있다는게 분통한 일입니다. 힘모아 연구하고 개선해 냅시다.",외교/통일/국방,2018,2018-11-24,0,Not answered,한글파괴 일제 문화침략 국어로마자표기법 수사하고 책임자 처벌하라
petition_0100,유도 혼성 단체 8강전 . 국제 대회 자카르트 아시안게임 에서 일어나고 대한민국의 현 주소입니다. 대회 주최측의 경기결과에 대한 판정에 대해 우리는 항상 통보를 받기만 할뿐 현장에서는 힘없는 약자일뿐이네요. 대한민국의 대표팀을 대한민국의 수장이신 최고의 국가대표 문재인 대통령께서 선수님들을 지켜주시기 바랍니다. 외교가 강해야 대한민국의 국민이 강해진다고 믿습니다.,외교/통일/국방,2018,2018-09-01,9,Not answered,대한민국은 일본속 그림자인가요?
petition_0101,"전기를 수입한다는 예기인데,., 전기는 국가 존망이 달릴 수 있습니다. 전쟁을 하면 제 1차 타격이 전기망인데 전기를 수입을 하겠다면 제2의 사드와 북한의 변심으로 전력망을 끊어 버리면 어떻게 하실려고요? 친환경을 추구 하면서 전기차 산업을 키우지 않겠다는 것으로 보입니다. 전기차가 많아지면 전기 수요는 증가 할 것인데 요 중국과 러시아 일본은 탈원전 안한다고 확실하는 것으로 보시는 것이에요? 중국은 전기차 대국인데 전기가 남지 않을 것인데..... 탈원전 대책이 친환경 발전이 아닌 전기 수입인 것인가요?",외교/통일/국방,2018,2018-12-11,20,Not answered,이게 사실 입니까?
petition_0102,"(핵심주제) 양심을 이유로 병역을 거부하는 자가 군대가 아닌 다른 곳에서 대체복무를 하게 하려면, 1. 그것이 “국방의무”에 속해야 하고, 2. 현역복무가 대체복무보다 전혀 불리하지 않아야 하며, 3. 대체복무에 지원할 기회는 양심을 지닌 누구에게나 개방돼야 한다. 대체복무 제도는 적어도 이 3가지를 충족시켜야 한다. (주제내용 설명) 1. 대체복무가 국방의무에 속해야 하는 이유는, 국방의무는 다른 의무로 대체될 수 없기 때문이다. 그래서 양심적 병역거부 문제의 해결은 대체의무가 아니라 대체복무인 것이다. 나라의 평화와 번영은 국민들의 의무수행 없이는 실현되기 어렵다. 교육의무 납세의무 노동의무 모두 국가의 번영에 없어선 안 될 조건들이다. 그 중에서 국방의무는 무력을 통해 자국의 평화를 유지하는 수단이다. 때론 침략전쟁의 도구로 악용되기도 하고 자국 국민을 무력 통제하는 수단으로 남용되기도 한다. 이런 양면성을 갖고 있음에도 불구하고 대부분의 국민들은 국방의무를 이 땅에서 살아가는 사람으로서의 당연한 책무로 여겨 수행해 왔다. 이는 실재하는 주변국의 무력으로부터 자국국민 및 가족의 생명과 주권을 자주적으로 보호할 수 있는 거의 최후적 수단이기 때문이다. 따라서 다른 의무보다도 이 국방의무를 수행하지 않을 경우에는 엄중한 형벌이 따른다. 국방의무는 본질적으로 납세의무나 다른 의무로 대체될 수 있는 성격이 아니다. 그러므로 “양심적 병역거부”의 문제를 해결하기 위해서는 대체의무가 아니라 대체복무로 하는 것이다. 다시 말해 이 대체복무는 국방의무 영역 안에서 이루어져야 하는 것이다. 2. “양심적”이냐 아니냐는 국가가 나서서 일일이 판단하려 들지 말아야 한다. 일정한 기준을 정해놓고 판단하는 과정이 쓸데없이 소모적일 뿐 아니라 그 결과에 대한 공정성도 확보하기 어렵다. 그렇게 하는 것은 매우 피곤하고 미련한 일이다. 병역거부에 대한 이유는 매우 다양하고 누구에게나 나름의 타당성이 있는 것이므로, 대체복무 제도는 양심을 지닌 모두에게 기회를 개방하는 게 공평하다. 일부 종교적 사상적 신념만 양심의 자유로 인정하고 각자 소중한 미래의 꿈은 인정하지 않는다면, 그래서 몇몇 조건에만 대체복무 지원 자격을 부여한다면 그것은 원천적으로 불공평하다. 대체복무는 누구에게나 기회가 열려있는 공평한 제도로 가야 한다. 그래야 불평이 없다. 정의로움은 기회의 공평에서 출발한다. 3. 이를 실현하기 위해서는 “비양심적(?)” 병역거부자들은 지원을 꺼릴 수 있는 정도의 복무기간과 업무종류와 근무조건이 전제되어야 할 것이다. 그렇게 하여 대체복무가 자연적으로 병역회피의 수단이 되지 않도록 한다. 업무종류와 근무조건에 따라 복무기간을 달리 할 수도 있다. 국방의무에 해당하는 대체복무 분야와 수요는 극히 제한적이므로 해마다 필요한 인원수를 정하고, 공군현역의 1.5배 이상으로 복무하되 각자의 희망 복무기간을 신청 받아 희망기간이 긴 순서대로 지원자를 선발하는 것도 한 방법이 될 수 있겠다. 이참에 현재 시행되고 있는 병역특례 제도를 없애거나 개선하여 대체복무로 통일한다. 국방의무에 해당하는 업무여야 하고 현역과 마찬가지로 합숙복무로 하고 예비역 복무도 동일해야 하는 건 당연하다. 4. 한편, “양심적 병역거부”라는 용어에는 문제가 있다. 누구에게나 있는 양심을 일부에게만 적용할 수는 없는 노릇이고, 국방의무를 회피하려는 것도 아니므로 “거부”라는 표현을 쓰기는 어렵다. 따라서 이는 문제적 논의를 유발하는 “양심”이라는 관점을 배제하고, 담백하게 “병역 대체복무 지원” 정도로 쓰는 게 낫다. 따라서 시작이 어찌되었든 “양심적 병역거부자”가 아니라 그냥 “병역 대체복무 지원자”에 대한 정책이 되어야 한다. 소수자를 포용하되 그것이 다수자에게도 공평해야 정의로워지는 것이다.",외교/통일/국방,2018,2018-11-06,15,Not answered,양심적 병역거부자의 대체복무에 대한 정책의 원칙을 제안합니다
petition_0103,안녕하세요 요즘 기사릉 많이 접해보다가 이렇데 글을 올립니다. 군 전역자로서 이렇게 글을 올립니다. 요즘기사가 외부업체&핸드폰 사용 등 기사가 많이올라오는데요. 대통령님께서 군대 갔다오셨다고 하셔서 국방을 너무 헤이해지게 만드는것 같다고 생각이듭니다. 1)제설작업 외부 업체 생기는건 좋은데 제설 작업 굳이 외부 업체가 안해도 된다고 생각이 듭니다. 군필자로써 저희가 했던것 요즘애들 안된다 말이 안됩니다. 인권문제로 그런것 같은데 전 군필자 모독 실천인것 같습니다. 07군번 저희때는 추위떨면서 하라는것 다 시키면 했는데 요즘 애들 군무도 제대로 못하는데 말이 안됨. 제설 작업 그만한 장비를 더 보퉁해 준다면 된다고 생각듬 예)제설 차량 각 지약에 놀고있는 장비 남아돔 공무원들 출근시간안됨 일안함. 안움직여서 국비 충단 노는 장비 많음 노후장비 군대 보네셈 2)핸드폰 이건 진짜 안해됨. 요즘 위병소 가 위병소가 아님 부대 겸열 제대로안해서 핸드폰 부대마다 병사가 가지고있는게 어마어마하게 많음 저희때도 그런거니간요 핸드폰 안되는게 안보... 예)병사 계급장 달고있는데 외박.외출.휴가등인데 버스안에서 핸드폰 만지고 놈 신고 하는법을 모르고 해야할까하는 생각에 귀찮은데 안함. 3.기타 군인이 사복등 입고 외출 외박 많이함 아떻게할까용~ 군 안에 있으니간 복귀&출퇴 확인안하니깐 증만 확인하징 기사중 통제구역 제한. 이건 예전부터 가능한것임. 사복입고 다니간. 헌병대가 밤에 다니닌것두 아니고 암튼 밖으로 군대 좋게 만드지말고 안으로 좋게 만드세요 그것도 군인답게 실행 옴길려면 군필자 .예비군 한태 설문 통해서 해주세요 요즘 군인 군인이 아님 보초도 못하는게 군인임? 대북 정책 좋지만 전쟁나면 어떻게 하실라공? 그리고 병사도 좋지만 부사관되 나름 힘든직업 골구로 잘 챙겨주세여.... 아니되는건 하지맙시다,외교/통일/국방,2018,2018-05-21,5,Not answered,군대가 군대가 아닌데. 뭘 더 좋게 하냐~
petition_0104,우리나라는 아직까지 휴전 국가 입니다 언제 전쟁이 일어나도 이상하지 않을 나라라는 이야기죠 대통령님 이하 정치에 힘쓰시는 분들 항상 응원하고있지만 이부분은 정말 아닌거 같습니다 다시한번 재고 하시고 철회 하셔야 맞습니다 북한과의 관계 발전을 위한 초석이라 하지만 아직도 북한의 핵문제는 해결된 것이 없으며 국민들은 아직도 불안에 떨고 있습니다 대한민국의 주적은 북한군인이라 배웠습니다 그 북한군의 동향을 살피는 GP초소를 없애는 것은 휴전국가에서 도저히 말이 되지 않는것이라 생각합니다,외교/통일/국방,2018,2018-08-21,21,Not answered,GP10개소 철거 검토를 철회해 주세요
petition_0105,"방탄소년단 아질지 모르겠습니다만..지금 활동시기입니다..그래서 뮤직비디오라는 노래동영상?이랄까하는 아이돌의 영상이 있습니다 그런데 그7억이 넘는 조회수를 라이선스제공자인 일본분들이 삭제한다는 소리입니다 말이됩니까? 몇백만이면 이런소리도 안합니다7억이 무슨 작은수입니까? 막 없애는 숫자게..그리고원래 이런것은 한국이돈벌고,회사가 돈벌어야되는것인데 지금 일본사람들이 다 번다는 말입니다 또 방탄소년단이라는 존재는 한낱 아이돌,가수가 아니라 세계적으로k-pop을 알린 존재이기도 합니다 각종뉴스,언론을 타면서 말이죠..그래서 국내최초로 빌보드차트에 오르기도했습니다..우리나라에 역대가수에 손꼽힐정도로 성장했는데 그 일본분들 때문에 묻혀갈 것 같습니다..이 뮤직비디오 말고도 다른 몇억조회수의 뮤직비디오도 다 조회수가 없어졌습니다 괜히 방탄소년단의 빠순이가 아닙니다 이건 문제가있습니다..왜 저희가수한테만 일본분들이 조회수를 몇억이나 삭제했을까요?답답해서 올렸습니다 꼭 봐주시길..생각보다 심각합니다..정말화가납니다 (방탄이한 업적들-빌보드차트 국내최초 오르기,세계에k-pop이라는 것을 알림,팬들을 생성함으로서 소속사의 주식도올리고 돈을벌음,그 돈으로 기부..등)더 있습니다..끝내겠습니다 저는 진심으로 청원을 올리지만 어떻게 봐주실지는 모르겠습니다..",외교/통일/국방,2018,2018-08-28,1,Not answered,뮤직비디오 조회수를 깎아놓는 일본분들 화가납니다
petition_0106,안녕하세요 e스포츠에 관심이 많은 사람중 한사람입니다 스포츠를 보시면 올림픽에 금메달을 따면 군면제가 되는데 저는 e스포츠선수들도 이런 비슷한게 필요하다고 생각합니다 요즘 세계에 많은 사람들이 게임을 하고있는데요 예를들면 리그오브레전드라는 게임을 보시면 이상혁이라는 선수는 게임대회에서 3번우승하면서 대한민국이라는 나라를 알리고 있습니다 이런 선수들은 군면제가 필요하다고 생각합니다,외교/통일/국방,2017,2017-12-17,0,Not answered,e스포츠선수 군면제
petition_0107,"2010년3월26일 천한함 북한피격사건이 발생했습니다. 모두가 북한이 저지른 일이라고 하지만,북한이 했다는 증거는 없었다고 합니다. 그래서 정확한 사실을 알 수 없습니다. 또,선내에있는 형광등이 깨지지 않았다고 합니다. 폭격을 받았다면 형광등이 깨지지 않을 리가 없습니다. 형광등으로 방탄복 만들어도 된다는 것입니까? 말이 되지 않습니다. 이를 정확히 알려면 천안함재조사가 필요하다고 생각합니다. 이 사건을 국민들이 정확히 알 수 있게 도와주세요. 대통령님의 현명한 선택을 기다리겠습니다.",외교/통일/국방,2018,2018-04-01,40,Not answered,천안함 재조사가 필요합니다.
petition_0108,노무현 김대중 대통령이 평양 갔을때 인민군사열 받았다고 우리가 김정은이 온다고 국군이 그놈한테 경례를 한다고요? 우리 노무현 김대중님은 무기들고 핵들고 총들고 누구 죽이는 나라 대통령이 아니라 자유 평화를 지키는 민주주의 국가 수장이니 그리고 돈보따리 선물 들고가니 하는척 해준것이고 우리 국민을 총쏴죽이고 우리해군을 수장시키고 우리나라 본토에 포사격해서 국민 죽이는 나라의 우리의 주적이라 명시된 나라의 원수놈 한테 우리국군이 왜 고개를 숙이고 예를 표합니까 이건 절대 안된다고 봅니다,외교/통일/국방,2018,2018-04-26,18,Not answered,김정은 국군 의장대사열 말이 안되요
petition_0109,자유한국당이 북한 김영철이 천안함 폭침을 지시한 장본인 이라고 주장하며 방남을 반대하고 있습니다. 천안함에 대하여 아직도 국민들은 의문을 품고 있으며 원인과 과정에 대해 갑론을박하고 있습니다. 미국의 한 언론은 천안함을 한미합동 자작극이라고도 했습니다. 천안함이 북한 어뢰공격에 의한 폭침이란 증거가 단 하나라도 있습니까? 오로지 보수권력의 주장만 있을뿐입니다. 세상에 어뢰폭팔로 동강난 천안함 절단면에 왜 화약흔이 없는 것인가요? 혹시 미국이 관여되어 있어서 재조사하면 무리가 가기 때문에 그냥 묻어가는것인가요? 앞으로 더이상 정치가 정부가 국민을 속이는 일은 없어야 합니다. 불필요한 소모전을 끝내고 명백한 사실로서만 천안함을 말해야 합니다. 반드시 재조사해서 진짜 범인을 밝혀야합니다. 이건 많은 국민의 소망입니다.,외교/통일/국방,2018,2018-02-23,31,Not answered,천안함 재조사
petition_0110,"지금 그것이 알고싶다를 보고 글을올리지만 이 문제는 오래전부터 반복되어 왔습니다. 의무적으로 군대를 가야하는 나라에서 무슨일이 벌어지면 책임지려하지 않는 모습, 숨기려하는 모습 과거부터 너무 많이 반복되어왔습니다. 증거까지 나온상황에서 미제까지 갈수있으려면 도대체 어떤 권력이 있어야 덮을수있을까요? 결과보고는 어떤 이유로 유가족들에게는 늦게알렸을까요? 군부대의 이런 가려진모습들이 이제 사라져야되지않을까요? 지금시대에 너무도 맞지않는 사고방식과 행동을 보이고있는데 군대에 왜 의무적으로 남편이될수도있고 아들들이될수도 있는 사람들을 보내야하나요? 환경이 믿음직하게 개선이 된 후 나라와 군대를 믿고 우리의가족들을 의무로 보내라 하는게 맞지않나요? 우리나라는 부정부패로 전직 대통령이 4명이나 구속되었습니다. 그만큼 군사정권의 부정부패도 무시못하고 가장 큰 문제라고 생각합니다. 그만큼 반복도 많이되어왔구요. 자신의 가족이 그런일을 당한다면 어떨까요?",외교/통일/국방,2018,2018-03-25,42,Not answered,염순덕상사 사건
petition_0111,우리 헌법상 국민의 4대의무는 1.국방의 의무 2.납세의 의무 3.근로의 의무 4.교육의 의무 이다.... 그런데 왜 남자만 4대의무이고 여자는 3대의무인가.... 힘이약해서?? 그럼 지금 여군들은 뭐하는 사람들인가... 애를 낳아야해서?? 그럼 남자들처럼 만20세가되면 의무적으로 낳던지.... 애를 낳는건 의무가아니라 권리이다...비교대상이 되지 않는다 군대에서는 힘든일만 있는게 아니다....수많은 행정의무 및 대체복무도 가능하다 분단국가에서 여자만 뺀다는게 왠 말이냐....같이 고통분담하라.... PS) 그리고.... 남자화장실에 여자청소부 수치스럽다...남자청소원으로 교체하라....미친 페미님들아,외교/통일/국방,2018,2018-10-29,10,Not answered,국민의4대의무 남자만??? 왜 여자는 3대의무
petition_0112,미국이 우리나라에 불리하게 경제정책을 하면서 현정권의 국민지지도를 흔드는것 같습니다. 뭐 그렇게 당한적이 처음은 아니지만 언제까지 주변강국의 정책에 우리나라정부의 존립까지도 흔들려서야 되겠습니까. 계속 북핵폐기만 권유하지말고 일부자유한국당의원들 주장처럼 북한을 핑계삼아 우리도 핵보유하고 그리고나서 북한과 관계를 이어가는게 좋을것같은데요 반드시하자는건 아니고 그런태도를 보이면 미국도 한국을 달래려는 어떤태도가 나올겁니다.,외교/통일/국방,2018,2018-02-20,1,Not answered,미국의 불합리한 경제정책
petition_0113,"이스라엘은 엘리 코헨이 죽은 지 53년이 지나도록 그의 유품과 유해를 추적하고 있다. 사방이 적들에게 둘러싸여 있으면서도 오히려 그들을 너끈히 제압하는 이스라엘의 힘은 바로 나라를 위해 몸바친 이들에 대한 이런 철저한 예우와 보답에서 나오는 것이리라. 대통령이 민족사상 최대의 전란이었던 6.25행사를 외면하고, 국방부는 연평해전 전사자들을 추모한다면서 ‘순직’ 운운하는 헛소리를 하다가 국민들의 거센 항의를 받고서야 '착오'였다고 변명하는 대한민국과는 달라도 너무 다르다.",외교/통일/국방,2018,2018-07-09,4,Not answered,보훈은 대통령이 입으로 하는 것이 아닌 행동으로 해야한다.
petition_0114,북한석탄...어떻게 된겁니까?? 관세청에서 북한걸로 확인 했다는..기사를 봤어요. 유엔제제 위반 아닌가요? 정부가..이걸 알고도 막지 못한건가요? 그럼... 우리경제는...지금보다 더 상화이 나빠지겠네요. 이게 나라인가요? 국민이 먼저라면서요... 왜..투표를 했는지..점점 땅을 치고 후회가 되네요. 북한.북한.북한!! 그만좀 하시라구요! 난민도...싫습니다!!! 다시...국민들이 촛불을 들고 거리로 나올지도 모르겠네요. 쇼는...이제 그만하시고...대한민국 국민을 위해 일해주세요!!,외교/통일/국방,2018,2018-08-01,9,Not answered,북한석탄!!
petition_0115,"분단의 상징인 판문점이 아닌 평화의 상징인 판문점이 되기를 국민의 한 사람으로서 소망합니다. 한국전쟁 휴전당시 당사국이었던 미국과 북한, 그리고 한국의 정상들이 그 비극의 현장에서 한반도의 평화를 넘어 세계의 평화로 나아가는 기념비적인 역사의 명장면을 꼭 보고 싶습니다. 북미정상회담 판문점 개최! 한국정부가 나선다면 성사시킬 수 있습니다. 꼭 부탁합니닷!!!",외교/통일/국방,2018,2018-05-01,71,Not answered,북미정상회담 판문점 개최를 성사시켜주세요!
petition_0116,"거두절미 하고 간단 명료하게 작성하겠습니다. 예비군 분대별 평가(조기퇴소 및 추가훈련)을 개인 평가로 변경부탁드립니다. 예비군에 참여하는 누구나가 알겠지만 꼭 참여해야 하기에 강제로 가는것이지 정말 본인이 기뻐가는 경우는 드뭅니다. 그중 분대 단위 점수제로 진행되는 평가.. 자율 참여를 위해 점수제로 조기퇴소 및 추가훈련을 진행하지만, 완전한 비밀보장도 아닌 누구나 볼수 있는 점수시스템.. 좋은 분위기가 형성될수도 있겠지만, 잘못하다가는 큰 사고 일어날수 있겠더군요. 제가 다녀온 훈련장에서는 스트레스를 견디지 못해 자체 퇴소 하는 인원도 있었는데요... 안그래도 없던 전우애를 더 없애고, 특정인을 다수가 비하하는 상황이 많이 나왔습니다.. 가끔 일어나는 예비군 총기사고, 왜 일어나는지 알것 같더군요.. 점수제 조기퇴소로 자율참여를 유도하는것은 좋습니다. 하지만 분대별 점수제, 그것도 누구나가 쉽게 볼수 있도록 완전히 오픈되어 있는 점수제.. 과연 정말 옳은 일인지 생각해보게 됩니다..",외교/통일/국방,2018,2018-06-29,2,Not answered,예비군 분대별 평가를 개인 평가로 변경해주세요..
