period_ordered,book_id,nikh_period,level,sentence
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"섬의 남쪽 마니산 꼭대기에 있는 참성단은, 단군께서 온 겨레를 위해서 하늘에 제사를 지냈던
곳이라고 전해 오고 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"참성단  
이 곳을 보면 우리는 단군 할아버지께서 백성을 위하시던 뜻을 알 수 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"해마다 열리는 전국 체육 대회 때에는, 마니산에 있는 참성단에서 성화를 점화하여 대회장의 성화대로 옮겨 오고 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"참성단에서 성화를 옮겨
오는 것은 단군께서 백성을 위하시던 마음을 이어받고자 함이다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,마니산 북동쪽에는 정족 산성이 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"이 성은 단군께서 세 아들을 시켜 쌓았다고 전해 오고 있으며, 삼랑성이라고도 불린다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"정족 산성 안에는
오래 전에 세워진 전등사라는 절이 있는데, 나라에서는 이 절에 있는 대웅전과 약사전을 보물로 지정하여 잘 보호하고 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"옛날의 성터나 절
등은 이처럼 우리 조상들의 생활 모습을 살펴보는 데 많은 도움을 준다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"전등사 대웅전  
전등사의 중심이 되는 건물이며, 건물 기둥의 가운데가 위, 아래보다 굵은 것이 특징이다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"약사전  
이러한 건물도 옛날의 건축 기술이나 생활 등을 살펴보는 자료의 하나가 된다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,우리는 강화도의 곳곳에서 고인돌을 볼 수 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"이 고인돌 밑에서 옛날 사람들이 만들어 쓰던 연모와 무기, 흙으로 만든 그릇 등 여러 가지
유물들이 발견되었다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,아주 오랜 옛날에는 글자가 없었기 때문에 사람들의 생활 모습을 기록으로 남겨 놓을 수가 없었다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"그리하여 오랜 옛날 사람들의 생활 모습을
알아보려면 조상들이 남긴 유적이나 유물을 통해서 짐작할 수밖에 없다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"우리는 강화도에 있는 고인돌을 통해서 아득한 옛날부터 우리 조상들이 여러 곳에 모여 마을을 이루고 살았음을 알 수 있는데, 이는 고인돌이
마을을 다스리던 지도자의 무덤으로 짐작되기 때문이다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"또, 고인돌 밑에서 나오는 여러 가지 유물을 통해서 우리는 오랜 옛날의 우리 조상들이
어떤 생활을 하였는지 짐작할 수도 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"고인돌  
옛날 사람들이 쓰던 여러 가지 연모 등이 고인돌 밑에서 발견되었다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,이처럼 강화도에는 옛날 사람들의 생활 모습을 살펴볼 수 있는 유적과 유물이 많다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"연구

고인돌이 지도자의 무덤으로 짐작되는 까닭을 이야기한 자료를 찾아보자."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"학습 정리

1\."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"유적과 유물이 많은 고장의 내력을 살펴보면, 나라의 역사를 대강 짐작할 수 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,(1) 강화도는 우리 조상들이 남긴 유적과 유물이 많은 고장이다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,(2) 강화도에 있는 유적과 유물은 우리 나라 역사 공부에 많은 도움을 준다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,2\.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,우리 조상들은 나라를 지키고 발전시키기 위하여 많은 노력을 하였다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,(1) 강화도에는 나라를 지키기 위하여 만들었던 건물이나 시설이 여러 곳에 남아 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"(2) 진, 보, 궁터 등을 보면 조상들이 나라를 지키기 위해 노력한 모습을 알 수 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,3\.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,우리 조상들은 아주 오랜 옛날부터 이 땅에서 살아 왔다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,(1) 강화도에는 오랜 옛날에 우리 조상들이 썼던 유적과 유물이 많다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,(2) 유적과 유물을 통해서 오랜 옛날 사람들의 생활 모습을 짐작할 수 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"(2) 역사 공부에 필요한 자료

   [1] 국사 연대표
   [2] 역사지도
   [3] 향토지
   학습 정리

역사 공부는 예전에 있었던 일이나 조상의 생활 모습 등을 찾아 그 뜻을 알아보는 일로서, 이를 위해서는 여러 가지 자료가 필요하다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"역사 공부에 필요한 자료들로는 우리가 알아보기 쉽게 만들어 놓은 국사 연대표와 역사 지도를 비롯하여, 옛날 사람들이 생활하던 자취나 남긴
물건, 책, 전해 오는 이야기와 노래, 풍습 등 여러 가지가 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,역사 공부에 이용되는 자료의 종류와 자료를 이용하는 방법에 대하여 알아보자.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"역사 공부의 자료  
필요에 따라 알맞은 자료를 골라 이용한다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"[1] 국사 연대표

국사 연대표에 실린 내용과 연대표를 이용하는 방법에 대하여 알아보자."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,우리는 땅의 모양과 도시의 위치를 알고 싶을 때나 도로와 철도가 뻗은 모양 등을 살펴보고 싶을 때에 흔히 지도를 찾아본다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"그러나 우리 조상들이 세운 나라나, 이룩한 일들을 알고 싶을 때에는 국사 연대표를 이용하는 것이 편리하다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,우리가 지난 시간까지 강화도에 대하여 공부한 것 중에는 다음과 같은 것들이 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"○ 강화대교 ○ 고려 궁터

○ 초지진 ○ 참성단과 삼랑성

○ 갑곶진 ○ 전등사

○ 광성보와 덕진진 ○ 고인돌

이 중에서 나라 이름이 나타나 있는 것은 고려 궁터뿐이다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"그 밖의 것은 만들어진 때의 나라 이름도 얼른 알 수 없고, 어느 것이 먼저 생긴
것인지도 쉽게 알아볼 수가 없다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,그러나 이런 것들이 만들어진 때를 조사하여 간단한 표를 만들면 한 눈에 쉽게 알아볼 수 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"오른쪽의 표에는 단군께서 참성단과 삼랑성을 쌓게 한 때의 나라 이름은 고조선이었고, 전등사를 세운 때의 나라 이름은 고구려였음이 나타나
있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"강화도의 내력

있었던 일 | 나라 이름  
---|---  
⋅단군께서 참성단과 삼랑성을 쌓게 함."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"| 고조선  
⋅전등사를 세움."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"| 고구려  
⋅고려가 서울을 개성에서 강화도로 잠시 옮김."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"| 고려  
⋅초지진에 포대를 설치함."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"| 조선  
⋅기선이 다니게 됨."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"| 독립운동기  
⋅강화 대교를 놓음."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"| 대한민국  
  
이와 같이, 옛날에서 오늘날에 이르기까지 일어난 일들을 차례로 늘어놓은 표를 만들면 한눈에 알아보기가 쉽다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,그러나 앞의 표에는 어떤 일이 있었던 때의 햇수가 적혀 있지 않아 불편하다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,우리가 앞으로 많이 이용할 연대표에는 햇수가 적혀 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"이 햇수를 연대라 하며, 연대표라는 이름도 여기에서 생긴 것이다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,연대표 중에서도 우리 나라 역사 전체를 나타낸 것을 국사 연대표라고 한다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"국사 연대표⓵  

우리가 흔히 쓰는 국사 연대표에는 다음과 같은 것들이 실려 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"○ 우리 민족이 세운 나라 이름

○ 이름을 남긴 왕

○ 우리 역사를 빛낸 훌륭한 인물들

○ 중요한 일들과 그 일들이 일어난 해

더 자세한 국사 연대표에는 다른 나라의 중요한 일들을 함께 나타낸 것도 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,연대표는 다음과 같은 경우에 이용하게 된다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"국사 연대표⓶  

○ 나라 이름이 언제, 어떤 이름으로 바뀌었는가를 알고 싶을 때

○ 각 나라가 얼마나 오랫동안 계속 되었는가를 알아보고 싶을 때

○ 중요한 일이 언제 일어났는가를 알고 싶을 때

○ 이름난 사람이 활동한 시기를 알고 싶을 때

○ 전쟁이 일어났던 시기를 알고 싶을 때

국사 연대표⓷  

연구

우리 고장의 내력을 조사하여, 국사 연대표와 같은 양식의 연대표를 만들어 보자."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"[2] 역사지도

역사 지도는 어떻게 이용하는지 알아보고, 우리 나라가 변해 온 모습을 역사 지도로 살펴보자."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"우리는 앞에서 공부한 국사 연대표로 조상들이 세운 나라나, 있었던 여러 가지 일들을 알 수 있었다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"그러나 국사 연대표만으로는 우리 민족이
세운 나라들이 어디에 있었고, 그 넓이가 얼마나 되었는지는 알 수 없었다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"또, 그 때의 이름난 고장이나 행정 구역의 모습 등도 알 수
없었다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,이러한 것들은 옛날의 나라 모습을 나타낸 역사 지도를 보면 쉽게 알 수 있다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"다음의 역사 지도를 보면, 우리 나라의 국토가 어떻게 바뀌어 왔는지 알 수 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"고조선의 세력 범위  

약 1500년 전의 삼국  

약 1200년 전의 신라와 발해  

약 900년 전의 고려  

약 400년 전의 조선

 [3] 향토지

국사 연대표와 역사 지도 외에 옛날의 일들을 살펴 볼 수 있는 자료에는, 또 어떤 것들이 있는지 알아보자."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,고장의 역사 중에는 할아버지나 할머니께 여쭈어 보면 잘 알 수 있는 것들도 많다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"그러나 좀더 오래 된 일을 알고 싶을 때에는, 고장의 이모저모를 엮어 둔 책을 보는 것이 좋다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,이러한 책을 향토지라 한다.
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"향토지  
고장의 자연, 역사, 인구, 산물 등에 관한 내용이 실려 있는 향토지도 역사 공부의 중요한 자료가 된다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"향토지에는 고장의 땅 이름, 문화재, 생활 풍습, 말씨, 관청, 특산물, 이름난 사람들 등에 대한 것이 적혀 있다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"그러므로 각 고장에 있는 향토지를 모아서 조사해 보면, 여러 고장의 사정에 대하여 자세히 알 수 있으며, 우리 나라 전체의 역사를 공부하는
데에도 큰 도움이 된다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"또, 길가의 비석, 옛날의 그림과 글씨도 역사 공부를 하는 데 필요한 좋은 자료들이다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"비석  
비석이나 탑에 새져진 글 속에서도 고장의 내력을 알 수 있다."
